participant,poste,session,round_number,understanding_faults,treatment,group_uid,paid_round,dictator,extraction,extraction_group,approbation,nb_approbation_yes_in_group,nb_approbation_no_in_group,approbation_group,extraction_dictateur,extraction_group_applied,extraction_applied,payoff,svo_group_uid,svo_choice_1,svo_choice_2,svo_choice_3,svo_choice_4,svo_choice_5,svo_choice_6,svo_mean_self,svo_mean_other,svo_score,svo_group_selected_choice,svo_group_selected_player,svo_group_selected_player_decision,svo_group_selected_player_payoff,svo_group_non_selected_player_payoff,NLE_nombre_cible,NLE_curseur_position,NLE_payoff,NLE_paid_decision,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_score,nep_1,nep_2,nep_3,nep_4,nep_5,nep_6,nep_7,nep_8,nep_9,nep_10,nep_11,nep_12,nep_13,nep_14,nep_15,nep_score,year_of_birth,gender,nationality,marital_status,student,study_level,study_discipline,socioprofessional_group,experiment_participation
xeeyn3nk,leem9,x8mhf8ku,5,,1,x8mhf8ku_1,,0,7.0,21.0,,,,,,,,197.0,x8mhf8ku_5,0.0,8.0,8.0,5.0,2.0,5.0,86.833,67.0,24.775,5.0,1.0,0.0,100.0,50.0,47.95,46.28,2.92,,200.0,0.5,3.0,9.0,30.0,0.0,0.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,61.0,2001.0,0.0,LB,0.0,1.0,3.0,6.0,,1.0
32itr1gn,leem11,x8mhf8ku,5,,1,x8mhf8ku_3,,0,8.0,22.0,,,,,,,,186.0,x8mhf8ku_3,1.0,6.0,5.0,7.0,3.0,3.0,84.833,61.0,17.526,1.0,2.0,1.0,85.0,76.0,47.95,47.23,2.96,,2.0,0.5,6.0,12.0,30.0,0.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,52.0,1994.0,1.0,FR,0.0,1.0,5.0,21.0,,1.0
kps9k7iv,leem4,x8mhf8ku,5,,1,x8mhf8ku_2,,1,7.0,20.0,,,,,,,,213.0,x8mhf8ku_7,4.0,3.0,7.0,1.0,0.0,5.0,83.667,62.667,20.618,5.0,1.0,0.0,100.0,50.0,47.95,51.99,2.8,,200.0,0.5,3.0,12.0,30.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,5.0,56.0,1996.0,1.0,MA,0.0,0.0,5.0,6.0,5.0,1.0
59mrxuxc,leem16,x8mhf8ku,5,,1,x8mhf8ku_4,,0,4.0,18.0,,,,,,,,204.0,x8mhf8ku_4,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,2.0,2.0,8.0,100.0,50.0,47.95,46.69,2.94,,2.0,0.25,5.0,3.0,30.0,10.0,0.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,3.0,4.0,5.0,1.0,26.0,2003.0,1.0,FR,0.0,1.0,0.0,6.0,,0.0
iobfrrs8,leem10,x8mhf8ku,5,,1,x8mhf8ku_1,,0,5.0,21.0,,,,,,,,183.0,x8mhf8ku_5,0.0,8.0,8.0,6.0,0.0,5.0,89.5,63.0,18.217,5.0,1.0,0.0,100.0,50.0,47.95,47.23,2.96,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,3.0,3.0,55.0,2000.0,1.0,FR,0.0,1.0,3.0,6.0,,1.0
4dwz2un2,leem8,x8mhf8ku,5,,1,x8mhf8ku_1,,1,9.0,21.0,,,,,,,,210.0,x8mhf8ku_6,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,2.0,8.0,85.0,15.0,47.95,49.0,2.95,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,59.0,1998.0,1.0,MA,0.0,1.0,5.0,5.0,,1.0
w09fz7l5,leem12,x8mhf8ku,5,,1,x8mhf8ku_4,,0,8.0,18.0,,,,,,,,258.0,x8mhf8ku_4,0.0,8.0,8.0,8.0,0.0,8.0,90.0,61.667,16.261,2.0,2.0,8.0,100.0,50.0,47.95,50.63,2.87,,200.0,0.25,5.0,4.0,15.0,10.0,0.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,51.0,2000.0,1.0,FR,0.0,1.0,2.0,6.0,,1.0
onhlgv2g,leem5,x8mhf8ku,5,,1,x8mhf8ku_3,,0,8.0,22.0,,,,,,,,186.0,x8mhf8ku_6,0.0,8.0,8.0,6.0,1.0,0.0,90.0,60.333,14.484,4.0,2.0,8.0,85.0,15.0,47.95,44.24,2.81,,200.0,0.25,8.0,15.0,30.0,20.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,47.0,1995.0,0.0,MA,0.0,1.0,5.0,6.0,,1.0
o38te989,leem2,x8mhf8ku,5,,1,x8mhf8ku_3,,1,6.0,22.0,,,,,,,,177.0,x8mhf8ku_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,1.0,8.0,85.0,85.0,47.95,45.06,2.86,,2.0,0.25,5.0,4.0,30.0,20.0,2.0,5.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,5.0,58.0,1996.0,0.0,MA,0.0,1.0,5.0,6.0,,1.0
eo5bp4yx,leem15,x8mhf8ku,5,,1,x8mhf8ku_2,,0,7.0,20.0,,,,,,,,213.0,x8mhf8ku_3,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,1.0,2.0,1.0,85.0,76.0,47.95,50.36,2.88,,200.0,0.5,3.0,3.0,30.0,20.0,0.0,2.0,2.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,53.0,2000.0,0.0,LB,0.0,1.0,4.0,9.0,,1.0
zl6auxjq,leem7,x8mhf8ku,5,,1,x8mhf8ku_2,,0,6.0,20.0,,,,,,,,204.0,x8mhf8ku_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,1.0,8.0,85.0,85.0,47.95,50.22,2.89,,2.0,0.5,5.0,4.0,29.0,20.0,0.0,6.0,2.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,66.0,1997.0,1.0,FR,0.0,1.0,2.0,14.0,,1.0
dytrqxid,leem3,x8mhf8ku,5,,1,x8mhf8ku_4,,1,6.0,18.0,,,,,,,,231.0,x8mhf8ku_7,6.0,5.0,8.0,4.0,3.0,4.0,84.333,58.333,13.643,5.0,1.0,0.0,100.0,50.0,47.95,47.1,2.96,,2.0,0.5,3.0,3.0,30.0,0.0,2.0,1.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,45.0,1999.0,1.0,MA,0.0,1.0,4.0,9.0,,0.0
xeeyn3nk,leem9,x8mhf8ku,6,,1,x8mhf8ku_1,,1,8.0,24.0,,,,,,,,150.0,x8mhf8ku_5,0.0,8.0,8.0,5.0,2.0,5.0,86.833,67.0,24.775,5.0,1.0,0.0,100.0,50.0,16.33,9.87,2.68,,200.0,0.5,3.0,9.0,30.0,0.0,0.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,61.0,2001.0,0.0,LB,0.0,1.0,3.0,6.0,,1.0
32itr1gn,leem11,x8mhf8ku,6,,1,x8mhf8ku_3,,0,7.0,18.0,,,,,,,,244.0,x8mhf8ku_3,1.0,6.0,5.0,7.0,3.0,3.0,84.833,61.0,17.526,1.0,2.0,1.0,85.0,76.0,16.33,12.72,2.82,,2.0,0.5,6.0,12.0,30.0,0.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,52.0,1994.0,1.0,FR,0.0,1.0,5.0,21.0,,1.0
kps9k7iv,leem4,x8mhf8ku,6,,1,x8mhf8ku_2,,0,8.0,22.0,,,,,,,,186.0,x8mhf8ku_7,4.0,3.0,7.0,1.0,0.0,5.0,83.667,62.667,20.618,5.0,1.0,0.0,100.0,50.0,16.33,39.08,1.86,,200.0,0.5,3.0,12.0,30.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,5.0,56.0,1996.0,1.0,MA,0.0,0.0,5.0,6.0,5.0,1.0
59mrxuxc,leem16,x8mhf8ku,6,,1,x8mhf8ku_4,,0,8.0,24.0,,,,,,,,150.0,x8mhf8ku_4,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,2.0,2.0,8.0,100.0,50.0,16.33,15.71,2.97,,2.0,0.25,5.0,3.0,30.0,10.0,0.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,3.0,4.0,5.0,1.0,26.0,2003.0,1.0,FR,0.0,1.0,0.0,6.0,,0.0
iobfrrs8,leem10,x8mhf8ku,6,,1,x8mhf8ku_1,,0,8.0,24.0,,,,,,,,150.0,x8mhf8ku_5,0.0,8.0,8.0,6.0,0.0,5.0,89.5,63.0,18.217,5.0,1.0,0.0,100.0,50.0,16.33,12.04,2.79,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,3.0,3.0,55.0,2000.0,1.0,FR,0.0,1.0,3.0,6.0,,1.0
4dwz2un2,leem8,x8mhf8ku,6,,1,x8mhf8ku_1,,0,8.0,24.0,,,,,,,,150.0,x8mhf8ku_6,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,2.0,8.0,85.0,15.0,16.33,13.81,2.87,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,59.0,1998.0,1.0,MA,0.0,1.0,5.0,5.0,,1.0
w09fz7l5,leem12,x8mhf8ku,6,,1,x8mhf8ku_4,,0,8.0,24.0,,,,,,,,150.0,x8mhf8ku_4,0.0,8.0,8.0,8.0,0.0,8.0,90.0,61.667,16.261,2.0,2.0,8.0,100.0,50.0,16.33,12.58,2.81,,200.0,0.25,5.0,4.0,15.0,10.0,0.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,51.0,2000.0,1.0,FR,0.0,1.0,2.0,6.0,,1.0
onhlgv2g,leem5,x8mhf8ku,6,,1,x8mhf8ku_3,,1,6.0,18.0,,,,,,,,231.0,x8mhf8ku_6,0.0,8.0,8.0,6.0,1.0,0.0,90.0,60.333,14.484,4.0,2.0,8.0,85.0,15.0,16.33,12.45,2.81,,200.0,0.25,8.0,15.0,30.0,20.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,47.0,1995.0,0.0,MA,0.0,1.0,5.0,6.0,,1.0
o38te989,leem2,x8mhf8ku,6,,1,x8mhf8ku_3,,0,5.0,18.0,,,,,,,,217.0,x8mhf8ku_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,1.0,8.0,85.0,85.0,16.33,10.14,2.69,,2.0,0.25,5.0,4.0,30.0,20.0,2.0,5.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,5.0,58.0,1996.0,0.0,MA,0.0,1.0,5.0,6.0,,1.0
eo5bp4yx,leem15,x8mhf8ku,6,,1,x8mhf8ku_2,,0,8.0,22.0,,,,,,,,186.0,x8mhf8ku_3,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,1.0,2.0,1.0,85.0,76.0,16.33,7.56,2.56,,200.0,0.5,3.0,3.0,30.0,20.0,0.0,2.0,2.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,53.0,2000.0,0.0,LB,0.0,1.0,4.0,9.0,,1.0
zl6auxjq,leem7,x8mhf8ku,6,,1,x8mhf8ku_2,,1,6.0,22.0,,,,,,,,177.0,x8mhf8ku_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,1.0,8.0,85.0,85.0,16.33,4.03,2.39,,2.0,0.5,5.0,4.0,29.0,20.0,0.0,6.0,2.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,66.0,1997.0,1.0,FR,0.0,1.0,2.0,14.0,,1.0
dytrqxid,leem3,x8mhf8ku,6,,1,x8mhf8ku_4,,1,8.0,24.0,,,,,,,,150.0,x8mhf8ku_7,6.0,5.0,8.0,4.0,3.0,4.0,84.333,58.333,13.643,5.0,1.0,0.0,100.0,50.0,16.33,15.71,2.97,,2.0,0.5,3.0,3.0,30.0,0.0,2.0,1.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,45.0,1999.0,1.0,MA,0.0,1.0,4.0,9.0,,0.0
xeeyn3nk,leem9,x8mhf8ku,7,,1,x8mhf8ku_1,,0,6.0,16.0,,,,,,,,258.0,x8mhf8ku_5,0.0,8.0,8.0,5.0,2.0,5.0,86.833,67.0,24.775,5.0,1.0,0.0,100.0,50.0,26.76,16.53,2.49,,200.0,0.5,3.0,9.0,30.0,0.0,0.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,61.0,2001.0,0.0,LB,0.0,1.0,3.0,6.0,,1.0
32itr1gn,leem11,x8mhf8ku,7,,1,x8mhf8ku_3,,0,7.0,19.0,,,,,,,,228.0,x8mhf8ku_3,1.0,6.0,5.0,7.0,3.0,3.0,84.833,61.0,17.526,1.0,2.0,1.0,85.0,76.0,26.76,21.14,2.72,,2.0,0.5,6.0,12.0,30.0,0.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,52.0,1994.0,1.0,FR,0.0,1.0,5.0,21.0,,1.0
kps9k7iv,leem4,x8mhf8ku,7,,1,x8mhf8ku_2,,0,8.0,18.0,,,,,,,,258.0,x8mhf8ku_7,4.0,3.0,7.0,1.0,0.0,5.0,83.667,62.667,20.618,5.0,1.0,0.0,100.0,50.0,26.76,58.24,1.43,,200.0,0.5,3.0,12.0,30.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,5.0,56.0,1996.0,1.0,MA,0.0,0.0,5.0,6.0,5.0,1.0
59mrxuxc,leem16,x8mhf8ku,7,,1,x8mhf8ku_4,,0,8.0,24.0,,,,,,,,150.0,x8mhf8ku_4,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,2.0,2.0,8.0,100.0,50.0,26.76,27.12,2.98,,2.0,0.25,5.0,3.0,30.0,10.0,0.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,3.0,4.0,5.0,1.0,26.0,2003.0,1.0,FR,0.0,1.0,0.0,6.0,,0.0
iobfrrs8,leem10,x8mhf8ku,7,,1,x8mhf8ku_1,,1,5.0,16.0,,,,,,,,240.0,x8mhf8ku_5,0.0,8.0,8.0,6.0,0.0,5.0,89.5,63.0,18.217,5.0,1.0,0.0,100.0,50.0,26.76,24.0,2.86,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,3.0,3.0,55.0,2000.0,1.0,FR,0.0,1.0,3.0,6.0,,1.0
4dwz2un2,leem8,x8mhf8ku,7,,1,x8mhf8ku_1,,0,5.0,16.0,,,,,,,,240.0,x8mhf8ku_6,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,2.0,8.0,85.0,15.0,26.76,22.78,2.8,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,59.0,1998.0,1.0,MA,0.0,1.0,5.0,5.0,,1.0
w09fz7l5,leem12,x8mhf8ku,7,,1,x8mhf8ku_4,,0,9.0,24.0,,,,,,,,150.0,x8mhf8ku_4,0.0,8.0,8.0,8.0,0.0,8.0,90.0,61.667,16.261,2.0,2.0,8.0,100.0,50.0,26.76,24.81,2.9,,200.0,0.25,5.0,4.0,15.0,10.0,0.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,51.0,2000.0,1.0,FR,0.0,1.0,2.0,6.0,,1.0
onhlgv2g,leem5,x8mhf8ku,7,,1,x8mhf8ku_3,,0,7.0,19.0,,,,,,,,228.0,x8mhf8ku_6,0.0,8.0,8.0,6.0,1.0,0.0,90.0,60.333,14.484,4.0,2.0,8.0,85.0,15.0,26.76,21.42,2.73,,200.0,0.25,8.0,15.0,30.0,20.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,47.0,1995.0,0.0,MA,0.0,1.0,5.0,6.0,,1.0
o38te989,leem2,x8mhf8ku,7,,1,x8mhf8ku_3,,1,5.0,19.0,,,,,,,,206.0,x8mhf8ku_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,1.0,8.0,85.0,85.0,26.76,27.39,2.97,,2.0,0.25,5.0,4.0,30.0,20.0,2.0,5.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,5.0,58.0,1996.0,0.0,MA,0.0,1.0,5.0,6.0,,1.0
eo5bp4yx,leem15,x8mhf8ku,7,,1,x8mhf8ku_2,,1,6.0,18.0,,,,,,,,231.0,x8mhf8ku_3,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,1.0,2.0,1.0,85.0,76.0,26.76,23.32,2.83,,200.0,0.5,3.0,3.0,30.0,20.0,0.0,2.0,2.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,53.0,2000.0,0.0,LB,0.0,1.0,4.0,9.0,,1.0
zl6auxjq,leem7,x8mhf8ku,7,,1,x8mhf8ku_2,,0,4.0,18.0,,,,,,,,204.0,x8mhf8ku_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,1.0,8.0,85.0,85.0,26.76,19.11,2.62,,2.0,0.5,5.0,4.0,29.0,20.0,0.0,6.0,2.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,66.0,1997.0,1.0,FR,0.0,1.0,2.0,14.0,,1.0
dytrqxid,leem3,x8mhf8ku,7,,1,x8mhf8ku_4,,1,7.0,24.0,,,,,,,,150.0,x8mhf8ku_7,6.0,5.0,8.0,4.0,3.0,4.0,84.333,58.333,13.643,5.0,1.0,0.0,100.0,50.0,26.76,30.11,2.83,,2.0,0.5,3.0,3.0,30.0,0.0,2.0,1.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,45.0,1999.0,1.0,MA,0.0,1.0,4.0,9.0,,0.0
xeeyn3nk,leem9,x8mhf8ku,8,,1,x8mhf8ku_1,,0,7.0,18.0,,,,,,,,244.0,x8mhf8ku_5,0.0,8.0,8.0,5.0,2.0,5.0,86.833,67.0,24.775,5.0,1.0,0.0,100.0,50.0,84.58,86.5,2.9,,200.0,0.5,3.0,9.0,30.0,0.0,0.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,61.0,2001.0,0.0,LB,0.0,1.0,3.0,6.0,,1.0
32itr1gn,leem11,x8mhf8ku,8,,1,x8mhf8ku_3,,0,7.0,18.0,,,,,,,,244.0,x8mhf8ku_3,1.0,6.0,5.0,7.0,3.0,3.0,84.833,61.0,17.526,1.0,2.0,1.0,85.0,76.0,84.58,87.72,2.84,,2.0,0.5,6.0,12.0,30.0,0.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,52.0,1994.0,1.0,FR,0.0,1.0,5.0,21.0,,1.0
kps9k7iv,leem4,x8mhf8ku,8,,1,x8mhf8ku_2,,0,9.0,15.0,,,,,,,,332.0,x8mhf8ku_7,4.0,3.0,7.0,1.0,0.0,5.0,83.667,62.667,20.618,5.0,1.0,0.0,100.0,50.0,84.58,49.0,1.22,,200.0,0.5,3.0,12.0,30.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,5.0,56.0,1996.0,1.0,MA,0.0,0.0,5.0,6.0,5.0,1.0
59mrxuxc,leem16,x8mhf8ku,8,,1,x8mhf8ku_4,,1,5.0,15.0,,,,,,,,251.0,x8mhf8ku_4,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,2.0,2.0,8.0,100.0,50.0,84.58,87.04,2.88,,2.0,0.25,5.0,3.0,30.0,10.0,0.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,3.0,4.0,5.0,1.0,26.0,2003.0,1.0,FR,0.0,1.0,0.0,6.0,,0.0
iobfrrs8,leem10,x8mhf8ku,8,,1,x8mhf8ku_1,,0,6.0,18.0,,,,,,,,231.0,x8mhf8ku_5,0.0,8.0,8.0,6.0,0.0,5.0,89.5,63.0,18.217,5.0,1.0,0.0,100.0,50.0,84.58,87.72,2.84,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,3.0,3.0,55.0,2000.0,1.0,FR,0.0,1.0,3.0,6.0,,1.0
4dwz2un2,leem8,x8mhf8ku,8,,1,x8mhf8ku_1,,1,5.0,18.0,,,,,,,,217.0,x8mhf8ku_6,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,2.0,8.0,85.0,15.0,84.58,88.13,2.82,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,59.0,1998.0,1.0,MA,0.0,1.0,5.0,5.0,,1.0
w09fz7l5,leem12,x8mhf8ku,8,,1,x8mhf8ku_4,,0,6.0,15.0,,,,,,,,271.0,x8mhf8ku_4,0.0,8.0,8.0,8.0,0.0,8.0,90.0,61.667,16.261,2.0,2.0,8.0,100.0,50.0,84.58,90.03,2.73,,200.0,0.25,5.0,4.0,15.0,10.0,0.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,51.0,2000.0,1.0,FR,0.0,1.0,2.0,6.0,,1.0
onhlgv2g,leem5,x8mhf8ku,8,,1,x8mhf8ku_3,,0,6.0,18.0,,,,,,,,231.0,x8mhf8ku_6,0.0,8.0,8.0,6.0,1.0,0.0,90.0,60.333,14.484,4.0,2.0,8.0,85.0,15.0,84.58,87.99,2.83,,200.0,0.25,8.0,15.0,30.0,20.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,47.0,1995.0,0.0,MA,0.0,1.0,5.0,6.0,,1.0
o38te989,leem2,x8mhf8ku,8,,1,x8mhf8ku_3,,1,5.0,18.0,,,,,,,,217.0,x8mhf8ku_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,1.0,8.0,85.0,85.0,84.58,82.97,2.92,,2.0,0.25,5.0,4.0,30.0,20.0,2.0,5.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,5.0,58.0,1996.0,0.0,MA,0.0,1.0,5.0,6.0,,1.0
eo5bp4yx,leem15,x8mhf8ku,8,,1,x8mhf8ku_2,,1,0.0,15.0,,,,,,,,150.0,x8mhf8ku_3,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,1.0,2.0,1.0,85.0,76.0,84.58,82.01,2.87,,200.0,0.5,3.0,3.0,30.0,20.0,0.0,2.0,2.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,53.0,2000.0,0.0,LB,0.0,1.0,4.0,9.0,,1.0
zl6auxjq,leem7,x8mhf8ku,8,,1,x8mhf8ku_2,,0,6.0,15.0,,,,,,,,271.0,x8mhf8ku_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,1.0,8.0,85.0,85.0,84.58,86.91,2.88,,2.0,0.5,5.0,4.0,29.0,20.0,0.0,6.0,2.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,66.0,1997.0,1.0,FR,0.0,1.0,2.0,14.0,,1.0
dytrqxid,leem3,x8mhf8ku,8,,1,x8mhf8ku_4,,0,4.0,15.0,,,,,,,,231.0,x8mhf8ku_7,6.0,5.0,8.0,4.0,3.0,4.0,84.333,58.333,13.643,5.0,1.0,0.0,100.0,50.0,84.58,86.23,2.92,,2.0,0.5,3.0,3.0,30.0,0.0,2.0,1.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,45.0,1999.0,1.0,MA,0.0,1.0,4.0,9.0,,0.0
xeeyn3nk,leem9,x8mhf8ku,9,,1,x8mhf8ku_1,,0,7.0,22.0,,,,,,,,181.0,x8mhf8ku_5,0.0,8.0,8.0,5.0,2.0,5.0,86.833,67.0,24.775,5.0,1.0,0.0,100.0,50.0,94.21,94.38,2.99,,200.0,0.5,3.0,9.0,30.0,0.0,0.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,61.0,2001.0,0.0,LB,0.0,1.0,3.0,6.0,,1.0
32itr1gn,leem11,x8mhf8ku,9,,1,x8mhf8ku_3,,1,5.0,18.0,,,,,,,,217.0,x8mhf8ku_3,1.0,6.0,5.0,7.0,3.0,3.0,84.833,61.0,17.526,1.0,2.0,1.0,85.0,76.0,94.21,94.38,2.99,,2.0,0.5,6.0,12.0,30.0,0.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,52.0,1994.0,1.0,FR,0.0,1.0,5.0,21.0,,1.0
